Author,Headline,Summary,Article links,Articles
Anmol Sharma,Change in Team India coach may affect team: BCCI official,"A BCCI official has said that Team India head coach Ravi Shastri and captain Virat Kohli complement each other well and it would be unfair to change half of a team that has been successful. ""A change in coach may prove to disturb the equation that exists, which allows the players to have the mental space to excel,"" he added.",https://www.india.com/sports/bcci-fears-replacing-ravi-shastri-as-team-india-coach-feels-his-partnership-with-virat-kohli-complements-men-in-blue-3726637/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,"Even as the Supreme Court-appointed Committee of Administrators (CoA) invited applications for the position of head coach and support staff of the Indian team, Board of Control for Cricket in India (BCCI) officials believe that it is important that Ravi Shastri continues as the head coach as that will help Virat Kohli evolve further as captain.
Shastri took over the reins as head coach of Team India after Anil Kumble’s infamous departure in 2017. Kumble’s working style and his methods were not liked by skipper Kohli which ended the partnership pre-maturely. Since then, Shastri took the command of the proceedings and helped the team in attaining the numero uno spot in Tests. He also shares a good rapport with most of the players and known for his man-management skills.
A senior BCCI official said that it was important to continue with Shastri and Kohli as the two heads in the process of transition as the team looks to back youngsters with an eye on the 2020 World T20 as well as the 2023 ODI World Cup.
“Nothing permanent with a long term effect should happen at this stage of transition. Shastri and Kohli complement each other well and it would be unfair to change half of a team that has been successful,” the BCCI official was quoted by IANS.
The official added that it was important to maintain continuity as a change in coach could mean that the players would have to adapt to his ways from the beginning and the equation that already exists in the Indian dressing room would go for a toss.
“A change in coach may prove to disturb the equation that exists which allows the players to have the mental space to excel. If a change is made at this stage, then it would be a change of strategy and planning for the next 5 years. It would be unfair to take such a decision at a stage when the stakeholders are not the ones deciding,” the official explained.
The BCCI invited applications for the positions of head coach, batting coach, bowling coach, fielding coach, physio, strength and conditioning coach and administrative manager for the Indian team on July 16. Shastri and his team will get an automatic entry into the recruitment process.
The current coaching staff were handed a 45-day extension after their tenure ended with the World Cup. But assistant coach Sanjay Bangar is under the scanner after India’s exit in the World Cup and the inability to find a number four batsman over the last two seasons.

"
Pragya Swastik,Snapdeal Founders booked after alleged delivery of fake Woodland items,Rajasthan Police have registered a cheating case against Snapdeal Founders Kunal Bahl and Rohit Bansal after Congress leader Inder Mohan Singh Honey alleged the online shopping site sent him fake Woodland products. Singh said he took the products to a Woodland showroom after doubting their genuineness. This comes after Casio sued Snapdeal for allegedly selling fake versions of its brand.,https://www.livemint.com/companies/start-ups/snapdeal-delivers-fake-products-company-founders-booked-1564069612398.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,"The police here have registered a case against Snapdeal founders Kunal Bahl and Rohit Bansal after a local Congress leader alleged that the online shopping site sent him fake products.
They were booked for cheating under section 420 of the Indian Penal Code after businessman Indermohan Singh Honey complained that instead of a Woodland belt and a wallet, he was delivered fakes.
Singh had acted as a spokesperson of the party during the recent Lok Sabha election campaign.
He placed the order on July 17, paying online for it, police said.
In a complaint lodged at the city’s Gumanpura police station, the businessman said he suspected the genuineness of the products delivered at his home, and took them to a Woodland showroom.
The staff there examined the products and said they were “duplicate and fake"", Gumanpura station house officer Manoj Singh Sikarwal said.
An assistant sub inspector has been assigned to investigate the case against Snapdeal CEO Kunal Bahl and COO Rohit Bansal.
Indermohan Singh has claimed getting a bad deal from the shopping site in the past as well.
He alleged that some months back Snapdeal did not deliver the wrist watch he ordered, while a message from the site claimed it had reached his home. However, he got a refund when he complained.

"
Apaar Sharma,BJP leader asks filmmaker who wrote to PM on lynchings to go to moon,"Kerala BJP spokesperson B Gopalakrishnan on Thursday asked veteran filmmaker Adoor Gopalakrishnan to go to the moon if he did not want to hear ""Jai Sri Ram"" chants. Adoor is one of the 49 celebrities who wrote to PM Narendra Modi over growing incidents of mob lynching in the country, saying, ""Jai Sri Ram has become a war cry today"".",https://www.thenewsminute.com/article/go-another-planet-kerala-bjp-leader-adoor-gopalakrishnan-letter-pm-106126?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,"Filmmaker Adoor Gopalakrishnan is one of the 49 artists who wrote to PM Modi over the instances of lynching and religious identity-based hate crimes in the country.
A day after 49 prominent citizens wrote to Prime Minister over the incidents of hate crimes in the country, a Kerala BJP leader has hit out at filmmaker Adoor Gopalakrishnan, one of the signatories on the letter, and has asked him to ‘change his name and go to another planet’ if he cannot bear to hear the Jai Shri Ram chant. 
Adoor is one of the 49 artists who expressed their concern over the lynching of Muslims, Dalits and other minorities, increasing religious identity-based hate crimes and the growing intolerance towards dissent in the country.  The letteralso said that the religious chant ""Jai Shri Ram"" has become a “provocative war cry,” and the artists asked the Prime Minister to put a stop to the name of Ram being ""defiled in this manner.”
BJP Kerala spokesperson Advocate B Gopalakrishnan hit out at the filmmaker on Facebook, stating, ""Jai Shri Ram will always be chanted in India as well in the neighbouring countries. One who doesn't want to hear that can get his or her name registered at Sriharikota and go to the moon or some other planet. People of India have voted to chant Jai Shri Ram… they will keep on chanting it and will even chant it in front of Adoor's house if needed... that is a democratic right... where would it be chanted if not in India?""
The BJP leader in his Facebook post also accused the filmmaker of remaining silent on other issues and speaking up selectively.
""Sir you are a respectful filmmaker... but you shouldn't condemn the culture of the state. where were you when Mamta Banerjee jailed Hindus for chanting Jai Shri Ram.. when Pinarayi Vijayan booked people for chanting Saranam.. when students stabbed their batchmate – you did not react on any of these occasions, were you on a vow of silence then?"" the leader’s post said.
""I know why you have responded now for you didn’t get what you wanted.. you didn’t get what you wanted from the union government or you want the government to give you something - with the utmost contempt,” the leader said in his post.
Meanwhile, in response, Adoor stated that he will continue to object to the use of the chant Jai Shri Ram as a call to kill people. 
“I won’t succumb to anyone’s threat on this subject. Using the name of Shri Ram for the call to kill is against the believers. Let the state decide if people like me should go to the moon or any other planet,” he said.
Meanwhile, the youth wing of the CPI(M), the DYFI state committee, has come out in support of Adoor.
“Such RSS threatening won’t work here in Kerala. The provoking kind of words of the BJP leader is an insult to the state. Adoor is a figure honoured by the whole world. Adoor and any other person have the liberty to express their opinion and will continue to do so. The BJP shouldn’t try to kill freedom of opinion by threatening. We declare absolute support to Adoor. It has always been the strategy of the RSS to silence voices by luring or by threatening. Kerala is strong enough to survive such heinous attempts,” the statement says.
Kerala Pradesh Congress Committee President Mullappally Ramachandran has also spoken out in support of Adoor and stated that threats against Adoor are highly condemnable.
""Cultural figures in the country have spoken out at a time when incidents of atrocities continue to take place even after the Modi government came to power for a second term. Will the BJP send them all to the moon?"" he asked.

"
Apaar Sharma,SC orders cinema halls to play clips on prevention of child abuse,The Supreme Court on Thursday ordered cinema halls across the country to screen clips on prevention of child abuse and prosecution of crimes against children. The court asked the Ministry of Women and Child Development to ensure suitable clips are screened. The apex court also ordered TV channels to show these clips along with child helpline numbers.,https://www.financialexpress.com/india-news/pocso-case-sc-orders-setting-up-of-centrally-funded-special-courts-in-each-districts/1656567/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,"The Supreme Court on Thursday directed setting up of a centrally-funded designated court in each district having more than 100 FIRs under the Protection of Children from Sexual Offences (POCSO) Act to deal exclusively with cases of sexual offences against children.

“We would expect our above stated directions to be implemented and exclusively designated courts to try offences under the POCSO Act, in terms of the above directions, to start functioning within 60 days from the date of the present order,” a bench headed by Chief Justice Ranjan Gogoi said, while asking the Centre and states to implement its direction.

In a slew of directions, the apex court also said that a short clip, intended to spread awareness about prevention of child abuse and prosecution of crimes against children, be screened in every movie hall and transmitted by various television channels at regular intervals.

The top court directed that the special court be funded by the Centre and take care of appointment of presiding officer, support persons, special public prosecutors, court staff and infrastructure, including creation of child-friendly environment and vulnerable witness court rooms.

The court, which has on its own taken up the issue of alarming rise in the number of rape cases against children, took note of a report which said that one of the major causes of hinderance in completing timely trial of
POCSO cases was delay in receiving reports from forensic science laboratory (FSL).

The top court perused the report prepared by senior advocate V Giri, assisting it as an amicus curiae in the case, and said the suggestion that there should be designated FSL in every district of the country for the purposes of POCSO Act can be considered at a later stage.

“For the present, we direct the directors of the state forensic science laboratories and the concerned authority in the state government to ensure that the existing and available forensic science laboratories in each state will function in an effective manner insofar as analysis etc of the samples collected under the POCSO Act are concerned and reports of such analysis be sent promptly and without any delay,” the bench, also comprising Justices Deepak Gupta and Aniruddha Bose, said.

The bench directed the chief secretaries of all the states and union territories to ensure that its direction is complied with “forthwith”.

“In each district of the country, if there are more than 100 cases under the POCSO Act, an exclusive/designated special court will be set up, which will try no other offence except those under the POCSO Act,” the bench said.

“Such courts will be set up under a central scheme and will be funded by the central government, which fund will not only take care of the appointment of the presiding officer, but also the appointments of support persons, special public prosecutors, court staff and infrastructure, including creation of child-friendly environment and vulnerable witness court rooms, etc,” it said.

The apex court said that while drawing up the panel of support persons in each district, which should not exceed a reasonable number keeping in mind the total number of cases, care should be taken to appoint people who are dedicated to the cause.

It said that apart from academic qualifications, such people should be oriented towards child rights and sensitive to the needs of a child and otherwise be child-friendly.

“The same standards would also apply in the matter of appointment of special public prosecutors,” it said.

The bench accepted the suggestion of the amicus regarding screening of short clips in movie halls and directed the Ministry of Women and Child Development to implement it through its agencies.

The bench noted the submission of the amicus who said, “A short clip intended to spread an awareness of the subject in general, namely, prevention of child abuse and prosecution of crimes against children, should necessarily be screened in every movie hall and could also be transmitted by various television channels at regular intervals.”

“A child helpline number should also be displayed not only in such clip but also at various other prominent places, in schools and other public places,” the amicus said.

The bench passed the order after perusing the reports filed by the amicus and apex court registrar Surinder S Rathi, who was entrusted with the work of collating and collecting data regarding number of POCSO cases.

“Both the reports contain several suggestions in respect of the core of the issue, namely, to ensure timely completion of investigations and consequential trials in the offences under Protection of Children from Sexual Offences Act,” it noted.

“While, both the amicus curiae and Rathi, in their reports, have suggested that further time should be granted for collection of data in terms of the earlier order of this court, we are inclined to take a different view of the matter at this stage,” the bench said.

The bench, which posted the matter for further hearing on September 26, asked Solicitor General Tushar Mehta to apprise it about the progress made in respect of the implementation of its directions after four weeks."
Pragya Swastik,"Fake WhatsApp message claims man dead, family gets condolence messages","Mumbai's 43-year-old Ravindra Dusange is assuring people he's alive after he came across messages expressing grief over his sudden death over WhatsApp last weekend. So far, his family has received around 400 condolence messages and calls. Dahisar Police have taken a written complaint from Dusange, who suspects an acquaintance is behind this incident.",http://www.newindianexpress.com/cities/mumbai/2019/jul/25/mumbai-man-declared-dead-due-to-fake-whatsapp-condolence-2009236.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,"Imagine waking up to the news of your own death. From a WhatsApp message no less! Forty-three-year-old Ravindra Dusange, a Mumbai-based media professional, was on a family vacation at his in-laws last weekend, when out of the blue, he started receiving condolence messages over WhatsApp. 
Dusange who initially ignored the texts was left horrified after they continued to pour in for the next few days. His brother forwarded him a WhatsApp message saying that Dusange had passed away, which had reportedly gone viral. The text included his picture taken from his Facebook account. 
His family, so far, has received 400 messages and calls leaving him worried that the fake news could reach his ailing mother. Though the Dahisar Police have taken a written complaint from him, Dusange claims that the cops were not taking his case very seriously as the messages were still being circulated across groups. 

The media professional, who is having a hard time convincing his well-wishers that he is alive and kicking, suspects the hand of an acquaintance behind this incident. Dusange has even told the police about it. ""I tried calling the suspect but he hung up,"" he said. 
Experts say that earlier such cases could have been tried under section 66A of the IT Act which has now been struck down by the Supreme Court.
"
Nandini Sinha,Ukraine seizes Russian tanker that blocked its ships last year,Ukraine's security service has seized a Russian tanker that allegedly blocked its ships in the Kerch Strait last year. Russia had allegedly used the tanker to block three Ukrainian naval vessels before detaining them and 24 Ukrainian sailors. Ukraine said the Russian tanker was previously called 'Neyma' and its owners had changed its name to 'Nika Spirit' to avoid detection.,https://www.theguardian.com/world/2019/jul/25/ukraine-seizes-russian-tanker-on-danube-port-city-of-izmail-nika-spirit?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,"Ukrainian authorities have seized a Russian tanker moored in a river port near the Black Sea in apparent retaliation for Russia’s seizure of three Ukrainian vessels and arrest of 24 sailors in November last year.
Ukraine’s SBU security service said in a Facebook post on Thursday it had seized the Russian tanker Nika Spirit in Izmail, a port on the Danube River near the country’s border with Romania.
The SBU said it had seized documents from the ship and questioned its crew. It also released a video showing its officers and those from the military prosecutor’s office boarding the vessel.
The Russian foreign ministry threatened a swift retaliation if arrests were made, but later a spokesman for the Russian embassy in Kyiv told news agencies that while the vessel remained impounded, the crew were on their way back to Russia.
Earlier, the Russian agency Interfax, citing an unnamed source, said there were about 15 sailors onboard the ship, all believed to be Russian citizens. Ukrainian prosecutors said about 10 crew members had been questioned.
The SBU said the vessel had previously been called Neyma and had taken part in blocking the three Ukrainian ships in the Kerch strait last year, with the owners apparently changing its name to Nika Spirit to avoid detection.
Russia annexed Crimea in 2014 and has built a bridge over the Kerch strait, which separates the peninsula from Russia. Ukrainian ships have to pass through the strait to exit the Sea of Azov. The 24 sailors seized during the November incident in the strait have been held in Russian prisons since.
Moscow accused the ships of illegally entering Russian territorial waters, which Kyiv has denied. The Hamburg-based International Tribunal for the Law of the Sea has condemned Moscow over the incident and said it should release the sailors.
The newly elected Ukrainian president, Volodymyr Zelenskiy, said bringing the sailors home was a priority, and the move to seize the Russian vessel came after the comedian-turned-president won an overwhelming victory in parliamentary elections over the weekend.
Zelenskiy spoke to Russia’s president, Vladimir Putin, by telephone for the first time last week and discussed a possible prisoner exchange, and there was a sense that there could be a deal soon involving the 24 sailors. However, a Moscow court ruled that the sailors should stay in custody for a further three months, and Thursday’s move threatens to inflame tensions further.
The head of the Russian parliament’s international affairs committee, Leonid Slutsky, on Thursday branded Ukraine’s move against the Russian tanker “state-sponsored piracy” and said it was “unlawful and illicit pressure on the investigation” into the Ukrainian sailors seized by Russia.

"
Anmol Sharma,Sandeep Warrier to replace Navdeep Saini for West Indies A Tests,Kerala pacer Sandeep Warrier will replace Navdeep Saini in India A squad which is currently touring West Indies. This comes after Saini was picked for the senior Indian cricket team for the T20I and ODI series against West Indies. Sandeep will fly to West Indies on Friday and will only be available for selection for second and third unofficial Tests.,https://www.crictracker.com/sandeep-warrier-to-replace-navdeep-saini-for-west-indies-a-tests/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,"Kerala seamer Sandeep Warrier is set to replace Navdeep Saini in India A squad which is currently touring the Caribbeans. Saini, a fast bowler who has impressed with his ability to generate serious pace consistently, was recently picked for the senior team for the T20I and ODI series against the West Indies starting August 3.
However, Warrier will be available only for the second and third unofficial Tests for India ‘A’ as he is flying to the Caribbeans only on Friday. India ‘A’ did well to bowl the West Indies A for only 228 runs in their first innings on the opening day of the first unofficial Test in North Sound on Wednesday and were comfortably placed at 70 for 1 at stumps.
Warrier, 28, was part of the India A team that played two first-class matches and five ODIs against Sri Lanka ‘A’ last month at home. The pacer from Thrissur had made his first-class debut almost seven years ago and has grown in leaps and bounds ever since. Last year, he had a productive outing in the Ranji Trophy, picking 44 wickets in just 10 games.
Warrier’s luck shone in the Indian Premier League last year as well as when he was picked by Kolkata Knight Riders after two of their young pacers Kamlesh Nagarkoti and Shivam Mavi got injured.
“I got the message that I will be replacing Saini in the West Indies squad on Monday. Though I have played for India ‘A’ before, this will be the first time I will be travelling with ‘A’ team abroad. So I am pretty excited and hope to do well in the opportunities I get to play in Windies,” Warrier was quoted by Times of India as saying from Chennai.
Having made his first-class debut in 2012, Warrier has played in 48 first-class games, 44 List ‘A’ matches and 43 T20s so far. He has picked 160 first-class wickets, 51 List ‘A’ and 43 T20 wickets.
Saini got his maiden India call in the limited-over series after the Test call he got last year for the one-off match against Afghanistan at home in the place of Mohammed Shami. Saini though didn’t get to play in that game.

"
Kriti Kambiri,Take it as compliment: NCP MP on Azam Khan's remark to BJP MP,"NCP MP Majeed Memon on Friday said Azam Khan's remark on BJP MP Rama Devi should be taken as a compliment for which there should be appreciation. ""[Khan] didn't say with meaning any disrespect to the honourable chairperson,"" Memon said. Khan had told Devi who was presiding over the Lok Sabha session, ""I want to keep looking into your eyes.""",https://www.india.com/news/india/should-be-taken-as-compliment-ncps-majeed-memon-backs-azam-khans-sexist-remark-3727534/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,"A day after Azam Khan’s sexist remarks against  BJP MP Rama Devi created furore in the Lok Sabha, NCP ‘s Majeed Memon defended the Samajwadi Party (SP) leader saying,”I don’t think he (Azam Khan) would do such a stupid thing. What he (Azam Khan) has said does not seem to be offensive.”
“He did not say with meaning any disrespect to the honourable chairperson. I don’t think an issue is to be made out of this. On the contrary, it may be taken as a complimentary comment for which there should be appreciation,” Memon added. While addressing BJP MP Rama Devi (who was presiding over the session), Khan had stoked a controversy. “Aap mujhe itni achchhi lagti hain ki mera mann karta hai ki aap ki aankhon mein aankhein dale rahoon (I am so fond of you that I always feel like looking into your eyes),” the SP leader told the BJP MP.
Devi was quick to react. She reprimanded Khan and said,“This is not the way to speak, please expunge these remarks,” to which the SP MP said, “You are very respected, you are like my sister.”
Hitting out at Khan, Speaker Om Birla said, “It is very easy for all of you to demand ‘expunge this, expunge that’, but why should the need to expunge arise at all? Once a remark is given, it is already in the public domain. Therefore, we all should speak keeping the dignity of the Parliament in mind.”

"
Kanishka Pandey,SoftBank to commit $40 billion to its 2nd Vision Fund: Report,"Japanese conglomerate SoftBank is committing $40 billion to its upcoming second Vision Fund, the Wall Street Journal reported. The second fund has reportedly secured investment from Goldman Sachs and Standard Chartered and is in fundraising talks with Microsoft. The first $100-billion Vision Fund was launched with $60 billion in backing from Saudi Arabia and Abu Dhabi's sovereign wealth funds.",https://yourstory.com/2019/07/softbank-second-mega-fund-masayoshi-son-apple?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,"Japanese conglomerate SoftBank is expected to infuse $40 billion into its second tech-focussed mega fund, the Wall Street Journal reported on Wednesday. This is the Masayoshi Son-led company’s second mega fund.

SoftBank’s board is set to meet Thursday to approve the investment, according to people familiar with the matter.
Now, according to WSJ, SoftBank is looking at an “unlikely coalition of investors”, including Apple, Goldman Sachs, Standard Chartered, and the Kazakhstan government. Apple and chipmaker Qualcomm Corp both invested in SoftBank’s first fund, seeking access to promising new technology companies and customers for their products.

With this $40 billion fund, SoftBank is going to focus completely on technology. Sources told WSJ that even Microsoft could be part of this fund and that SoftBank is in advanced talks with them.

The WSJ reports that the Saudi Arabia and Abu Dhabi governments are likely to invest again, though Saudi Arabia, it stated, is entering at a lower level than the $45 billion it contributed last time.

SoftBank has been a backer of successful companies world over, funding the likes of Uber, Slack, and WeWork. In India, big-ticket investments include ones in OYO Rooms, OlaCabs, Flipkart, and Paytm, whose valuations received a boost thanks to the SoftBank association.
Flipkart was sold to Walmart for $16 billion and SoftBank almost doubled its returns.

The SoftBank Vision Fund, led by SoftBank CEO Masayoshi Son, was announced in 2016. In 2017, the firm closed $93 billion and later the fund size became $98 billion. The fund focusses on Internet of Things (IoT), Artificial Intelligence (AI), Robotics, Cloud Computing, software, consumer tech and fintech.

"
Jigyasu,Kanpur policeman suspended for misbehaving with woman complainant,"The UP Police on Thursday suspended a policeman in Kanpur for misbehaving with a woman who came to the police station to register an eve-teasing complaint. ""After taking due note of the conduct of the policeman, the concerned person has been suspended and departmental action has been initiated,"" said SP Raveena Tyagi. The video of the incident had gone viral.",https://www.aninews.in/news/national/general-news/kanpur-cop-suspended-for-misbehaving-with-woman-complainant20190725191821/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,"Uttar Pradesh Police on Thursday suspended the police personnel who misbehaved with a woman who had gone to Nazirabad police station to register an eve-teasing complaint. The video of the incident had gone viral.""A recent case was brought to our notice from Nazirabad police station involving a woman complainant and police personnel. After taking due note of the conduct of the policeman, the concerned personnel has been suspended and departmental action has also been initiated,"" said Superintendent of Police of Kanpur (South), Raveena Tyagi talking to media reporters on Thursday.The incident took place when the victim along with her parents went to file an eve-teasing complaint at Nazirabad police station in Kanpur.In a video of the incident, which has now gone viral on social media, the police officer can be heard shaming the victim for wearing ornaments while going out. The official also blamed the girl's parents for not keeping an eye on their daughter and allowing her to go out of the house with jewellery.The girl complained that she was teased by three men on a street while she had gone to fetch water from a nearby hand pump. Not paying much heed to the girl, the police officer told the girl she was 'fashionable' and 'inviting trouble'.""Why are you wearing all these rings, bangles and locket? All this itself shows what you are,"" he said.Hours after the video of the incident went viral, Congress general secretary Priyanka Gandhi Vadra slammed the Yogi Adityanath government over the rising crime against women in Uttar Pradesh.""This is the kind of behaviour a girl faced from the police when she went to file a report about an incident of eve-teasing. On one hand, the crime against women in Uttar Pradesh is not decreasing, and on the other hand, the protector of the constitution is behaving like this with the woman. The first step to providing justice to women is to listen to them"" she tweeted in Hindi."
Jigyasu,Man arrested for sharing objectionable post on PM Modi,"The police have arrested a man in Uttar Pradesh for sharing objectionable posts on Prime Minister Narendra Modi. ""The accused Fayaz Ahmed...has been sent to jail under the IT Act,"" said Avinash Pandey, SP Meerut (Rural). Recently, a man in Uttar Pradesh's Greater Noida was also booked for allegedly making objectionable comments against the PM on social media.",https://www.timesnownews.com/india/article/meerut-man-with-criminal-record-arrested-for-sharing-objectionable-post-on-pm-narendra-modi/459137?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,"Cops have arrested a man for sharing objectionable posts about Prime Minister Narendra Modi. The accused Fayaz Ahmed, who also has a criminal record, was arrested and sent to jail under the IT Act.
This is not the first time that objectionable comments have been made on the PM. Recently, a Greater Noida resident was booked for allegedly making objectionable comments against the PM.
An FIR was filed against him under Section 66 of the IT Act (offensive messages on the internet) and 153 (B) (assertions prejudicial to national integration).
The comments were made when an online argument broke out between the accused and another person. According to the FIR, first he made a derogatory comment against a particular caste and after that, a series of objectionable comments were made about the PM and the media.
The man in question had also tagged almost 50 people in his post.
In 2016, a school principal from Meerut was arrested for posting controversial content on Facebook on the Prime Minister and RSS leaders.
The accused was identified as Mudassir Rana and he runs a private school in Saradhna area. After receiving the complaint, he was charged under Section 153-A of IPC (promoting disharmony) and relevant sections of the IT Act.
In his post, Rana had made derogatory statements on PM Modi, RSS chief Mohan Bhagwat, Rajnath Singh and yoga guru Ramdev.
This year in April, one Anil Bhawiskar was booked for allegedly making an objectionable comment about the Prime Minister's mother Hiraba Modi on social media.
Based on a complaint filed by Nitesh Tiwary (27), general secretary of Andheri unit of the Bharatiya Janata Yuva Morcha (BYJM), the cops registered the case at the Andheri police station.
The man had uploaded his post on a Facebook group page run by him.
Section 66A of the Information Technology (Amendment) Act, 2008 forbids anyone from sending offensive messages on an online medium. It covers offensive messages which are sent in order to cause annoyance, inconvenience, danger, obstruction, insult, injury, criminal intimidation, enmity, hatred, or ill will.’ Anyone booked under Section 66A could face up to 3 years of imprisonment along with a fine.
In 2015, the Supreme Court had scrapped the law calling it “vague” and “unconstitutional”; however, over 22 people have been prosecuted under Section 66(A) of the IT Act, according to People's Union for Civil Liberties.
Some of the notable arrests made under Section 66A are, cartoonist Aseem Trivedi for his cartoon depicting corruption in India and Professor Ambikesh Mahapatra for sharing a cartoon of West Bengal CM Mamata Banerjee and Railway Minister Mukul Roy.

"
Kriti Kambiri,"Pak admitted presence of terror camps, should act now: MEA","After Pakistan's admission that there were 40 militant groups operating in its territory, External Affairs Ministry spokesperson Raveesh Kumar said it's time for Pakistan to take credible and irreversible action against the terror camps. Kumar further said that while it's a glaring admission, this isn't the first time Pakistan has admitted the presence of terrorists who are sent to India.",https://www.india.com/news/india/great-that-pakistan-acknowledged-terror-camps-now-it-should-take-credible-action-mea-3727113/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,"Reacting to Pakistan PM Imran Khan’s revelation that his country had 40 different militant groups operating in its territory, India on Thursday asked the neighbouring country to take action after acknowledging that it housed training camps. 
 Ministry External Affairs Spokesperson Raveesh Kumar said, “Since Pakistan PM has acknowledged the presence of training camps and of the fact that terrorists are being trained and sent to Kashmir to fight, it’s time for them to take credible action against the terror camps that exist in the areas under the control of Pakistan.”
Addressing US lawmakers during his trip to the country on Tuesday, Pakistan Prime Minister Imran Khan had revealed that his country had 40 different militant groups operating within its borders. “We were fighting the US war on terror. Pakistan has nothing to do with 9/11. Al-Qaeda was in Afghanistan. There were no militant Taliban in Pakistan. But we joined the US war. Unfortunately, when things went wrong, where I blame my government, we did not tell the US exactly the truth on the ground,” he had told lawmakers at the Capitol Hill.
“Part of the reason was, our governments were not in control. There were 40 different militant groups operating within Pakistan,” he had said.
Both India and the US have repeatedly told Pakistan to crack down on terror infrastructure on its soil. The Ministry of External Affairs has asked for “verifiable, credible and irreversible actions against terrorists and to disrupt and dismantle terror groups operating from their (Pakistan’s) soil”.
During a press briefing here in the national capital, Kumar spoke about the ICJ ruling in favour of Kulbhushan Jadhav and said, “We expect that full consular access should be granted to Shri Kulbhushan Jadhav at the earliest in full compliance with the ICJ’s judgment. We are in touch with Pakistani authorities in this regard and as and when there is an update, we will let you know.”

"
Anmol Sharma,Pakistan's Mohammad Amir retires from Test cricket at the age of 27,"Pakistan pacer Mohammad Amir has announced his retirement from Test cricket at the age of 27, saying he wants to concentrate on white-ball cricket. Amir, who was Pakistan's highest wicket-taker in the 2019 World Cup, represented his nation in 36 Tests and picked up 119 wickets. Amir had made his Test debut against Sri Lanka as a 17-year-old in 2009. ",https://www.hindustantimes.com/cricket/mohammad-amir-announces-retirement-from-test-cricket/story-plpj3EHcClxepDUdfPRarK.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,"Speedster Mohammed Amir called time on his Test career, the Pakistan Cricket Board (PCB) announced on Friday. Amir made his Test debut against Sri Lanka in Galle in July 2009 and he featured in 36 Tests, taking 119 wickets at an average of 30.47. His best bowling returns (6/44) came against West Indies at Kingston in April 2017. 
“It has been an honour to represent Pakistan in the pinnacle and traditional format of the game. I, however, have decided to move away from the longer version so I can concentrate on white ball cricket,” Amir was quoted as saying in the statement issued by PCB.
“Playing for Pakistan remains my ultimate desire and objective, and I will try my best to be in the best physical shape to contribute in the team’s upcoming challenges, including next year’s ICC T20 World Cup.
“It has not been an easy decision to make and I have been thinking about this for some time. But with the ICC World Test Championship commencing shortly, and Pakistan boasting some very exciting young fast bowlers, it is appropriate that I call on my time in Test cricket so that the selectors can plan accordingly. 
“I want to thank all my team-mates as well the opponents in red ball cricket. It has been a privilege to play with and against them. I am sure our paths will continue to cross in limited-overs cricket as all of us play and compete with the same vigour and determination.
“I also want to thank the PCB for providing me the opportunity to don the golden star on my chest. And, I am grateful to my coaches who have groomed me at various stages of my career,” he added.

"
